,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
1526,F1-REF,2,2,sortmerna,0.76:0.9:3:0.8:1.0,0.2,0.2,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1527,F1-REF,2,2,sortmerna,0.76:0.9:3:0.9:1.0,0.2,0.2,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1528,F1-REF,2,2,sortmerna,0.76:0.9:5:0.8:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1529,F1-REF,2,2,sortmerna,0.76:0.9:5:0.9:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1530,F1-REF,2,2,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1531,F1-REF,2,2,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.4,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1532,F1-REF,2,2,sortmerna,1.0:0.8:3:0.8:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1533,F1-REF,2,2,sortmerna,1.0:0.8:3:0.9:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1534,F1-REF,2,2,sortmerna,1.0:0.8:5:0.8:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1535,F1-REF,2,2,sortmerna,1.0:0.8:5:0.9:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1536,F1-REF,2,2,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.4,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1537,F1-REF,2,2,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.4,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1538,F1-REF,2,2,sortmerna,1.0:0.9:3:0.8:1.0,0.2,0.2,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1539,F1-REF,2,2,sortmerna,1.0:0.9:3:0.9:1.0,0.2,0.2,0.4,0.2,"[2, 1, 2, 0, 0, 0, 0, 0]"
1540,F1-REF,2,2,sortmerna,1.0:0.9:5:0.8:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1541,F1-REF,2,2,sortmerna,1.0:0.9:5:0.9:1.0,0.2,0.2,0.2,0.4,"[1, 2, 2, 0, 0, 0, 0, 0]"
1542,F1-REF,2,2,uclust,0.51:0.8:1,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1543,F1-REF,2,2,uclust,0.51:0.8:3,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1544,F1-REF,2,2,uclust,0.51:0.8:5,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1545,F1-REF,2,2,uclust,0.51:0.9:1,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1546,F1-REF,2,2,uclust,0.51:0.9:3,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1547,F1-REF,2,2,uclust,0.51:0.9:5,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1548,F1-REF,2,2,uclust,0.76:0.8:1,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1549,F1-REF,2,2,uclust,0.76:0.8:3,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1550,F1-REF,2,2,uclust,0.76:0.8:5,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1551,F1-REF,2,2,uclust,0.76:0.9:1,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1552,F1-REF,2,2,uclust,0.76:0.9:3,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1553,F1-REF,2,2,uclust,0.76:0.9:5,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1554,F1-REF,2,2,uclust,1.0:0.8:1,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1555,F1-REF,2,2,uclust,1.0:0.8:3,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1556,F1-REF,2,2,uclust,1.0:0.8:5,0.0,0.0,0.6,0.4,"[3, 2, 0, 0, 0, 0, 0, 0]"
1557,F1-REF,2,2,uclust,1.0:0.9:1,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1558,F1-REF,2,2,uclust,1.0:0.9:3,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1559,F1-REF,2,2,uclust,1.0:0.9:5,0.0,0.0,0.8,0.2,"[4, 1, 0, 0, 0, 0, 0, 0]"
1560,F1-REF,3,0,rdp,0.0,0.0,0.6486486486486487,0.0,0.35135135135135137,"[0, 3, 10, 24, 0, 0, 0, 0]"
1561,F1-REF,3,0,rdp,0.1,0.02702702702702703,0.6216216216216216,0.02702702702702703,0.32432432432432434,"[0, 3, 10, 24, 0, 0, 0, 0]"
1562,F1-REF,3,0,rdp,0.2,0.08108108108108109,0.5135135135135135,0.10810810810810811,0.2972972972972973,"[0, 5, 10, 22, 0, 0, 0, 0]"
1563,F1-REF,3,0,rdp,0.3,0.10810810810810811,0.43243243243243246,0.21621621621621623,0.24324324324324326,"[0, 5, 12, 20, 0, 0, 0, 0]"
1564,F1-REF,3,0,rdp,0.4,0.1891891891891892,0.2972972972972973,0.32432432432432434,0.1891891891891892,"[0, 5, 14, 18, 0, 0, 0, 0]"
1565,F1-REF,3,0,rdp,0.5,0.1891891891891892,0.1891891891891892,0.43243243243243246,0.1891891891891892,"[0, 6, 17, 14, 0, 0, 0, 0]"
1566,F1-REF,3,0,rdp,0.6,0.1891891891891892,0.1891891891891892,0.5405405405405406,0.08108108108108109,"[0, 8, 15, 14, 0, 0, 0, 0]"
1567,F1-REF,3,0,rdp,0.7,0.10810810810810811,0.10810810810810811,0.7027027027027027,0.08108108108108109,"[0, 10, 19, 8, 0, 0, 0, 0]"
1568,F1-REF,3,0,rdp,0.8,0.08108108108108109,0.10810810810810811,0.7567567567567568,0.05405405405405406,"[0, 14, 16, 7, 0, 0, 0, 0]"
1569,F1-REF,3,0,rdp,0.9,0.10810810810810811,0.08108108108108109,0.7837837837837838,0.02702702702702703,"[0, 19, 11, 7, 0, 0, 0, 0]"
1570,F1-REF,3,0,rdp,1.0,0.02702702702702703,0.05405405405405406,0.8918918918918919,0.02702702702702703,"[0, 31, 3, 3, 0, 0, 0, 0]"
1571,F1-REF,3,0,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.35135135135135137,0.4864864864864865,0.16216216216216217,"[18, 3, 3, 13, 0, 0, 0, 0]"
1572,F1-REF,3,0,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.35135135135135137,0.4864864864864865,0.16216216216216217,"[18, 3, 3, 13, 0, 0, 0, 0]"
1573,F1-REF,3,0,sortmerna,0.51:0.8:3:0.8:1.0,0.02702702702702703,0.3783783783783784,0.4594594594594595,0.13513513513513514,"[12, 4, 6, 15, 0, 0, 0, 0]"
1574,F1-REF,3,0,sortmerna,0.51:0.8:3:0.9:1.0,0.02702702702702703,0.3783783783783784,0.4594594594594595,0.13513513513513514,"[12, 4, 6, 15, 0, 0, 0, 0]"
1575,F1-REF,3,0,sortmerna,0.51:0.8:5:0.8:1.0,0.08108108108108109,0.32432432432432434,0.35135135135135137,0.24324324324324326,"[9, 4, 9, 15, 0, 0, 0, 0]"
1576,F1-REF,3,0,sortmerna,0.51:0.8:5:0.9:1.0,0.08108108108108109,0.32432432432432434,0.35135135135135137,0.24324324324324326,"[9, 4, 9, 15, 0, 0, 0, 0]"
1577,F1-REF,3,0,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.10810810810810811,0.8108108108108109,0.08108108108108109,"[30, 1, 2, 4, 0, 0, 0, 0]"
1578,F1-REF,3,0,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.10810810810810811,0.8108108108108109,0.08108108108108109,"[30, 1, 2, 4, 0, 0, 0, 0]"
1579,F1-REF,3,0,sortmerna,0.51:0.9:3:0.8:1.0,0.02702702702702703,0.13513513513513514,0.7027027027027027,0.13513513513513514,"[25, 2, 4, 6, 0, 0, 0, 0]"
1580,F1-REF,3,0,sortmerna,0.51:0.9:3:0.9:1.0,0.02702702702702703,0.13513513513513514,0.7027027027027027,0.13513513513513514,"[25, 2, 4, 6, 0, 0, 0, 0]"
1581,F1-REF,3,0,sortmerna,0.51:0.9:5:0.8:1.0,0.0,0.16216216216216217,0.6756756756756757,0.16216216216216217,"[24, 2, 5, 6, 0, 0, 0, 0]"
1582,F1-REF,3,0,sortmerna,0.51:0.9:5:0.9:1.0,0.0,0.16216216216216217,0.6756756756756757,0.16216216216216217,"[24, 2, 5, 6, 0, 0, 0, 0]"
1583,F1-REF,3,0,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.35135135135135137,0.4864864864864865,0.16216216216216217,"[18, 3, 3, 13, 0, 0, 0, 0]"
1584,F1-REF,3,0,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.35135135135135137,0.4864864864864865,0.16216216216216217,"[18, 3, 3, 13, 0, 0, 0, 0]"
1585,F1-REF,3,0,sortmerna,0.76:0.8:3:0.8:1.0,0.05405405405405406,0.2972972972972973,0.5135135135135135,0.13513513513513514,"[12, 6, 6, 13, 0, 0, 0, 0]"
1586,F1-REF,3,0,sortmerna,0.76:0.8:3:0.9:1.0,0.05405405405405406,0.2972972972972973,0.5135135135135135,0.13513513513513514,"[12, 6, 6, 13, 0, 0, 0, 0]"
1587,F1-REF,3,0,sortmerna,0.76:0.8:5:0.8:1.0,0.10810810810810811,0.2702702702702703,0.40540540540540543,0.21621621621621623,"[9, 5, 9, 14, 0, 0, 0, 0]"
1588,F1-REF,3,0,sortmerna,0.76:0.8:5:0.9:1.0,0.10810810810810811,0.2702702702702703,0.40540540540540543,0.21621621621621623,"[9, 5, 9, 14, 0, 0, 0, 0]"
1589,F1-REF,3,0,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.10810810810810811,0.8108108108108109,0.08108108108108109,"[30, 1, 2, 4, 0, 0, 0, 0]"
1590,F1-REF,3,0,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.10810810810810811,0.8108108108108109,0.08108108108108109,"[30, 1, 2, 4, 0, 0, 0, 0]"
1591,F1-REF,3,0,sortmerna,0.76:0.9:3:0.8:1.0,0.02702702702702703,0.10810810810810811,0.7297297297297297,0.13513513513513514,"[25, 3, 4, 5, 0, 0, 0, 0]"
1592,F1-REF,3,0,sortmerna,0.76:0.9:3:0.9:1.0,0.02702702702702703,0.10810810810810811,0.7297297297297297,0.13513513513513514,"[25, 3, 4, 5, 0, 0, 0, 0]"
1593,F1-REF,3,0,sortmerna,0.76:0.9:5:0.8:1.0,0.05405405405405406,0.10810810810810811,0.6756756756756757,0.16216216216216217,"[24, 2, 5, 6, 0, 0, 0, 0]"
1594,F1-REF,3,0,sortmerna,0.76:0.9:5:0.9:1.0,0.05405405405405406,0.10810810810810811,0.6756756756756757,0.16216216216216217,"[24, 2, 5, 6, 0, 0, 0, 0]"
1595,F1-REF,3,0,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.35135135135135137,0.4864864864864865,0.16216216216216217,"[18, 3, 3, 13, 0, 0, 0, 0]"
1596,F1-REF,3,0,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.35135135135135137,0.4864864864864865,0.16216216216216217,"[18, 3, 3, 13, 0, 0, 0, 0]"
1597,F1-REF,3,0,sortmerna,1.0:0.8:3:0.8:1.0,0.05405405405405406,0.2972972972972973,0.5135135135135135,0.13513513513513514,"[12, 6, 6, 13, 0, 0, 0, 0]"
1598,F1-REF,3,0,sortmerna,1.0:0.8:3:0.9:1.0,0.05405405405405406,0.2972972972972973,0.5135135135135135,0.13513513513513514,"[12, 6, 6, 13, 0, 0, 0, 0]"
1599,F1-REF,3,0,sortmerna,1.0:0.8:5:0.8:1.0,0.08108108108108109,0.2702702702702703,0.43243243243243246,0.21621621621621623,"[9, 6, 9, 13, 0, 0, 0, 0]"
1600,F1-REF,3,0,sortmerna,1.0:0.8:5:0.9:1.0,0.08108108108108109,0.2702702702702703,0.43243243243243246,0.21621621621621623,"[9, 6, 9, 13, 0, 0, 0, 0]"
1601,F1-REF,3,0,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.10810810810810811,0.8108108108108109,0.08108108108108109,"[30, 1, 2, 4, 0, 0, 0, 0]"
1602,F1-REF,3,0,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.10810810810810811,0.8108108108108109,0.08108108108108109,"[30, 1, 2, 4, 0, 0, 0, 0]"
1603,F1-REF,3,0,sortmerna,1.0:0.9:3:0.8:1.0,0.02702702702702703,0.10810810810810811,0.7297297297297297,0.13513513513513514,"[25, 3, 4, 5, 0, 0, 0, 0]"
1604,F1-REF,3,0,sortmerna,1.0:0.9:3:0.9:1.0,0.02702702702702703,0.10810810810810811,0.7297297297297297,0.13513513513513514,"[25, 3, 4, 5, 0, 0, 0, 0]"
1605,F1-REF,3,0,sortmerna,1.0:0.9:5:0.8:1.0,0.02702702702702703,0.10810810810810811,0.7027027027027027,0.16216216216216217,"[24, 3, 5, 5, 0, 0, 0, 0]"
1606,F1-REF,3,0,sortmerna,1.0:0.9:5:0.9:1.0,0.02702702702702703,0.10810810810810811,0.7027027027027027,0.16216216216216217,"[24, 3, 5, 5, 0, 0, 0, 0]"
1607,F1-REF,3,0,uclust,0.51:0.8:1,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1608,F1-REF,3,0,uclust,0.51:0.8:3,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1609,F1-REF,3,0,uclust,0.51:0.8:5,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1610,F1-REF,3,0,uclust,0.51:0.9:1,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1611,F1-REF,3,0,uclust,0.51:0.9:3,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1612,F1-REF,3,0,uclust,0.51:0.9:5,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1613,F1-REF,3,0,uclust,0.76:0.8:1,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1614,F1-REF,3,0,uclust,0.76:0.8:3,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1615,F1-REF,3,0,uclust,0.76:0.8:5,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1616,F1-REF,3,0,uclust,0.76:0.9:1,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1617,F1-REF,3,0,uclust,0.76:0.9:3,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1618,F1-REF,3,0,uclust,0.76:0.9:5,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1619,F1-REF,3,0,uclust,1.0:0.8:1,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1620,F1-REF,3,0,uclust,1.0:0.8:3,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1621,F1-REF,3,0,uclust,1.0:0.8:5,0.0,0.21621621621621623,0.7027027027027027,0.08108108108108109,"[26, 2, 1, 8, 0, 0, 0, 0]"
1622,F1-REF,3,0,uclust,1.0:0.9:1,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1623,F1-REF,3,0,uclust,1.0:0.9:3,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1624,F1-REF,3,0,uclust,1.0:0.9:5,0.0,0.02702702702702703,0.972972972972973,0.0,"[36, 0, 0, 1, 0, 0, 0, 0]"
1625,F1-REF,3,1,rdp,0.0,0.0,0.7666666666666667,0.0,0.23333333333333334,"[0, 3, 4, 23, 0, 0, 0, 0]"
1626,F1-REF,3,1,rdp,0.1,0.03333333333333333,0.7333333333333333,0.0,0.23333333333333334,"[0, 3, 4, 23, 0, 0, 0, 0]"
1627,F1-REF,3,1,rdp,0.2,0.16666666666666666,0.5333333333333333,0.13333333333333333,0.16666666666666666,"[0, 4, 5, 21, 0, 0, 0, 0]"
1628,F1-REF,3,1,rdp,0.3,0.13333333333333333,0.5,0.2,0.16666666666666666,"[0, 4, 7, 19, 0, 0, 0, 0]"
1629,F1-REF,3,1,rdp,0.4,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,"[0, 4, 11, 15, 0, 0, 0, 0]"
1630,F1-REF,3,1,rdp,0.5,0.1,0.3333333333333333,0.4666666666666667,0.1,"[0, 4, 13, 13, 0, 0, 0, 0]"
1631,F1-REF,3,1,rdp,0.6,0.1,0.3,0.5,0.1,"[0, 4, 14, 12, 0, 0, 0, 0]"
1632,F1-REF,3,1,rdp,0.7,0.13333333333333333,0.26666666666666666,0.5333333333333333,0.06666666666666667,"[0, 5, 13, 12, 0, 0, 0, 0]"
1633,F1-REF,3,1,rdp,0.8,0.1,0.23333333333333334,0.6,0.06666666666666667,"[0, 7, 13, 10, 0, 0, 0, 0]"
1634,F1-REF,3,1,rdp,0.9,0.03333333333333333,0.2,0.7,0.06666666666666667,"[0, 11, 12, 7, 0, 0, 0, 0]"
1635,F1-REF,3,1,rdp,1.0,0.03333333333333333,0.13333333333333333,0.8333333333333334,0.0,"[0, 22, 3, 5, 0, 0, 0, 0]"
1636,F1-REF,3,1,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.5,0.26666666666666666,0.23333333333333334,"[8, 1, 6, 15, 0, 0, 0, 0]"
1637,F1-REF,3,1,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.5,0.26666666666666666,0.23333333333333334,"[8, 1, 6, 15, 0, 0, 0, 0]"
1638,F1-REF,3,1,sortmerna,0.51:0.8:3:0.8:1.0,0.1,0.43333333333333335,0.23333333333333334,0.23333333333333334,"[5, 3, 6, 16, 0, 0, 0, 0]"
1639,F1-REF,3,1,sortmerna,0.51:0.8:3:0.9:1.0,0.1,0.43333333333333335,0.23333333333333334,0.23333333333333334,"[5, 3, 6, 16, 0, 0, 0, 0]"
1640,F1-REF,3,1,sortmerna,0.51:0.8:5:0.8:1.0,0.13333333333333333,0.43333333333333335,0.2,0.23333333333333334,"[4, 3, 6, 17, 0, 0, 0, 0]"
1641,F1-REF,3,1,sortmerna,0.51:0.8:5:0.9:1.0,0.13333333333333333,0.43333333333333335,0.2,0.23333333333333334,"[4, 3, 6, 17, 0, 0, 0, 0]"
1642,F1-REF,3,1,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.26666666666666666,0.6333333333333333,0.1,"[19, 1, 2, 8, 0, 0, 0, 0]"
1643,F1-REF,3,1,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.26666666666666666,0.6333333333333333,0.1,"[19, 1, 2, 8, 0, 0, 0, 0]"
1644,F1-REF,3,1,sortmerna,0.51:0.9:3:0.8:1.0,0.06666666666666667,0.3,0.4666666666666667,0.16666666666666666,"[14, 2, 3, 11, 0, 0, 0, 0]"
1645,F1-REF,3,1,sortmerna,0.51:0.9:3:0.9:1.0,0.06666666666666667,0.3,0.4666666666666667,0.16666666666666666,"[14, 2, 3, 11, 0, 0, 0, 0]"
1646,F1-REF,3,1,sortmerna,0.51:0.9:5:0.8:1.0,0.1,0.26666666666666666,0.4666666666666667,0.16666666666666666,"[13, 3, 3, 11, 0, 0, 0, 0]"
1647,F1-REF,3,1,sortmerna,0.51:0.9:5:0.9:1.0,0.1,0.26666666666666666,0.4666666666666667,0.16666666666666666,"[13, 3, 3, 11, 0, 0, 0, 0]"
1648,F1-REF,3,1,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.5,0.26666666666666666,0.23333333333333334,"[8, 1, 6, 15, 0, 0, 0, 0]"
1649,F1-REF,3,1,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.5,0.26666666666666666,0.23333333333333334,"[8, 1, 6, 15, 0, 0, 0, 0]"
1650,F1-REF,3,1,sortmerna,0.76:0.8:3:0.8:1.0,0.16666666666666666,0.3,0.36666666666666664,0.16666666666666666,"[5, 3, 8, 14, 0, 0, 0, 0]"
1651,F1-REF,3,1,sortmerna,0.76:0.8:3:0.9:1.0,0.16666666666666666,0.3,0.36666666666666664,0.16666666666666666,"[5, 3, 8, 14, 0, 0, 0, 0]"
1652,F1-REF,3,1,sortmerna,0.76:0.8:5:0.8:1.0,0.2,0.26666666666666666,0.4,0.13333333333333333,"[4, 4, 8, 14, 0, 0, 0, 0]"
1653,F1-REF,3,1,sortmerna,0.76:0.8:5:0.9:1.0,0.2,0.26666666666666666,0.4,0.13333333333333333,"[4, 4, 8, 14, 0, 0, 0, 0]"
1654,F1-REF,3,1,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.26666666666666666,0.6333333333333333,0.1,"[19, 1, 2, 8, 0, 0, 0, 0]"
1655,F1-REF,3,1,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.26666666666666666,0.6333333333333333,0.1,"[19, 1, 2, 8, 0, 0, 0, 0]"
1656,F1-REF,3,1,sortmerna,0.76:0.9:3:0.8:1.0,0.06666666666666667,0.26666666666666666,0.5666666666666667,0.1,"[14, 2, 4, 10, 0, 0, 0, 0]"
1657,F1-REF,3,1,sortmerna,0.76:0.9:3:0.9:1.0,0.06666666666666667,0.26666666666666666,0.5666666666666667,0.1,"[14, 2, 4, 10, 0, 0, 0, 0]"
1658,F1-REF,3,1,sortmerna,0.76:0.9:5:0.8:1.0,0.1,0.23333333333333334,0.5666666666666667,0.1,"[13, 3, 4, 10, 0, 0, 0, 0]"
1659,F1-REF,3,1,sortmerna,0.76:0.9:5:0.9:1.0,0.1,0.23333333333333334,0.5666666666666667,0.1,"[13, 3, 4, 10, 0, 0, 0, 0]"
1660,F1-REF,3,1,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.5,0.26666666666666666,0.23333333333333334,"[8, 1, 6, 15, 0, 0, 0, 0]"
1661,F1-REF,3,1,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.5,0.26666666666666666,0.23333333333333334,"[8, 1, 6, 15, 0, 0, 0, 0]"
1662,F1-REF,3,1,sortmerna,1.0:0.8:3:0.8:1.0,0.16666666666666666,0.3,0.36666666666666664,0.16666666666666666,"[5, 3, 8, 14, 0, 0, 0, 0]"
1663,F1-REF,3,1,sortmerna,1.0:0.8:3:0.9:1.0,0.16666666666666666,0.3,0.36666666666666664,0.16666666666666666,"[5, 3, 8, 14, 0, 0, 0, 0]"
1664,F1-REF,3,1,sortmerna,1.0:0.8:5:0.8:1.0,0.2,0.26666666666666666,0.43333333333333335,0.1,"[4, 4, 8, 14, 0, 0, 0, 0]"
1665,F1-REF,3,1,sortmerna,1.0:0.8:5:0.9:1.0,0.2,0.26666666666666666,0.43333333333333335,0.1,"[4, 4, 8, 14, 0, 0, 0, 0]"
1666,F1-REF,3,1,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.26666666666666666,0.6333333333333333,0.1,"[19, 1, 2, 8, 0, 0, 0, 0]"
1667,F1-REF,3,1,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.26666666666666666,0.6333333333333333,0.1,"[19, 1, 2, 8, 0, 0, 0, 0]"
1668,F1-REF,3,1,sortmerna,1.0:0.9:3:0.8:1.0,0.06666666666666667,0.26666666666666666,0.5666666666666667,0.1,"[14, 2, 4, 10, 0, 0, 0, 0]"
1669,F1-REF,3,1,sortmerna,1.0:0.9:3:0.9:1.0,0.06666666666666667,0.26666666666666666,0.5666666666666667,0.1,"[14, 2, 4, 10, 0, 0, 0, 0]"
1670,F1-REF,3,1,sortmerna,1.0:0.9:5:0.8:1.0,0.1,0.23333333333333334,0.6,0.06666666666666667,"[13, 3, 4, 10, 0, 0, 0, 0]"
1671,F1-REF,3,1,sortmerna,1.0:0.9:5:0.9:1.0,0.1,0.23333333333333334,0.6,0.06666666666666667,"[13, 3, 4, 10, 0, 0, 0, 0]"
1672,F1-REF,3,1,uclust,0.51:0.8:1,0.0,0.36666666666666664,0.6,0.03333333333333333,"[18, 0, 1, 11, 0, 0, 0, 0]"
1673,F1-REF,3,1,uclust,0.51:0.8:3,0.03333333333333333,0.3333333333333333,0.6,0.03333333333333333,"[18, 0, 1, 11, 0, 0, 0, 0]"
1674,F1-REF,3,1,uclust,0.51:0.8:5,0.03333333333333333,0.3333333333333333,0.6,0.03333333333333333,"[18, 0, 1, 11, 0, 0, 0, 0]"
1675,F1-REF,3,1,uclust,0.51:0.9:1,0.0,0.2,0.8,0.0,"[24, 0, 0, 6, 0, 0, 0, 0]"
1676,F1-REF,3,1,uclust,0.51:0.9:3,0.0,0.2,0.8,0.0,"[24, 0, 0, 6, 0, 0, 0, 0]"
1677,F1-REF,3,1,uclust,0.51:0.9:5,0.0,0.2,0.8,0.0,"[24, 0, 0, 6, 0, 0, 0, 0]"
1678,F1-REF,3,1,uclust,0.76:0.8:1,0.0,0.36666666666666664,0.6,0.03333333333333333,"[18, 0, 1, 11, 0, 0, 0, 0]"
1679,F1-REF,3,1,uclust,0.76:0.8:3,0.06666666666666667,0.3,0.6,0.03333333333333333,"[18, 0, 1, 11, 0, 0, 0, 0]"
1680,F1-REF,3,1,uclust,0.76:0.8:5,0.06666666666666667,0.3,0.6333333333333333,0.0,"[18, 0, 1, 11, 0, 0, 0, 0]"
1681,F1-REF,3,1,uclust,0.76:0.9:1,0.0,0.2,0.8,0.0,"[24, 0, 0, 6, 0, 0, 0, 0]"
1682,F1-REF,3,1,uclust,0.76:0.9:3,0.0,0.2,0.8,0.0,"[24, 0, 0, 6, 0, 0, 0, 0]"
1683,F1-REF,3,1,uclust,0.76:0.9:5,0.0,0.2,0.8,0.0,"[24, 0, 0, 6, 0, 0, 0, 0]"
1684,F1-REF,3,1,uclust,1.0:0.8:1,0.0,0.36666666666666664,0.6,0.03333333333333333,"[18, 0, 1, 11, 0, 0, 0, 0]"
1685,F1-REF,3,1,uclust,1.0:0.8:3,0.06666666666666667,0.3,0.6,0.03333333333333333,"[18, 0, 1, 11, 0, 0, 0, 0]"
1686,F1-REF,3,1,uclust,1.0:0.8:5,0.06666666666666667,0.3,0.6333333333333333,0.0,"[18, 0, 1, 11, 0, 0, 0, 0]"
1687,F1-REF,3,1,uclust,1.0:0.9:1,0.0,0.2,0.8,0.0,"[24, 0, 0, 6, 0, 0, 0, 0]"
1688,F1-REF,3,1,uclust,1.0:0.9:3,0.0,0.2,0.8,0.0,"[24, 0, 0, 6, 0, 0, 0, 0]"
