,Dataset,level,iteration,Method,Parameters,match_ratio,overclassification_ratio,underclassification_ratio,misclassification_ratio,mismatch_level_list
1903,F1-REF,4,2,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.04854368932038835,0.8349514563106796,0.11650485436893204,"[86, 1, 6, 5, 5, 0, 0, 0]"
1904,F1-REF,4,2,sortmerna,0.51:0.9:3:0.8:1.0,0.009708737864077669,0.038834951456310676,0.7766990291262136,0.17475728155339806,"[77, 5, 8, 8, 5, 0, 0, 0]"
1905,F1-REF,4,2,sortmerna,0.51:0.9:3:0.9:1.0,0.009708737864077669,0.038834951456310676,0.7766990291262136,0.17475728155339806,"[77, 5, 8, 8, 5, 0, 0, 0]"
1906,F1-REF,4,2,sortmerna,0.51:0.9:5:0.8:1.0,0.0,0.04854368932038835,0.7475728155339806,0.20388349514563106,"[73, 7, 9, 9, 5, 0, 0, 0]"
1907,F1-REF,4,2,sortmerna,0.51:0.9:5:0.9:1.0,0.0,0.04854368932038835,0.7475728155339806,0.20388349514563106,"[73, 7, 9, 9, 5, 0, 0, 0]"
1908,F1-REF,4,2,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.24271844660194175,0.42718446601941745,0.3300970873786408,"[44, 5, 11, 18, 25, 0, 0, 0]"
1909,F1-REF,4,2,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.24271844660194175,0.42718446601941745,0.3300970873786408,"[44, 5, 11, 18, 25, 0, 0, 0]"
1910,F1-REF,4,2,sortmerna,0.76:0.8:3:0.8:1.0,0.04854368932038835,0.20388349514563106,0.4368932038834951,0.3106796116504854,"[29, 13, 13, 22, 26, 0, 0, 0]"
1911,F1-REF,4,2,sortmerna,0.76:0.8:3:0.9:1.0,0.04854368932038835,0.20388349514563106,0.4368932038834951,0.3106796116504854,"[29, 13, 13, 22, 26, 0, 0, 0]"
1912,F1-REF,4,2,sortmerna,0.76:0.8:5:0.8:1.0,0.06796116504854369,0.1941747572815534,0.4174757281553398,0.32038834951456313,"[25, 14, 13, 24, 27, 0, 0, 0]"
1913,F1-REF,4,2,sortmerna,0.76:0.8:5:0.9:1.0,0.06796116504854369,0.1941747572815534,0.4174757281553398,0.32038834951456313,"[25, 14, 13, 24, 27, 0, 0, 0]"
1914,F1-REF,4,2,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.04854368932038835,0.8349514563106796,0.11650485436893204,"[86, 1, 6, 5, 5, 0, 0, 0]"
1915,F1-REF,4,2,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.04854368932038835,0.8349514563106796,0.11650485436893204,"[86, 1, 6, 5, 5, 0, 0, 0]"
1916,F1-REF,4,2,sortmerna,0.76:0.9:3:0.8:1.0,0.0,0.038834951456310676,0.7961165048543689,0.1650485436893204,"[77, 6, 8, 8, 4, 0, 0, 0]"
1917,F1-REF,4,2,sortmerna,0.76:0.9:3:0.9:1.0,0.0,0.038834951456310676,0.7961165048543689,0.1650485436893204,"[77, 6, 8, 8, 4, 0, 0, 0]"
1918,F1-REF,4,2,sortmerna,0.76:0.9:5:0.8:1.0,0.0,0.04854368932038835,0.7572815533980582,0.1941747572815534,"[73, 8, 9, 8, 5, 0, 0, 0]"
1919,F1-REF,4,2,sortmerna,0.76:0.9:5:0.9:1.0,0.0,0.04854368932038835,0.7572815533980582,0.1941747572815534,"[73, 8, 9, 8, 5, 0, 0, 0]"
1920,F1-REF,4,2,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.24271844660194175,0.42718446601941745,0.3300970873786408,"[44, 5, 11, 18, 25, 0, 0, 0]"
1921,F1-REF,4,2,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.24271844660194175,0.42718446601941745,0.3300970873786408,"[44, 5, 11, 18, 25, 0, 0, 0]"
1922,F1-REF,4,2,sortmerna,1.0:0.8:3:0.8:1.0,0.04854368932038835,0.20388349514563106,0.4368932038834951,0.3106796116504854,"[29, 13, 13, 22, 26, 0, 0, 0]"
1923,F1-REF,4,2,sortmerna,1.0:0.8:3:0.9:1.0,0.04854368932038835,0.20388349514563106,0.4368932038834951,0.3106796116504854,"[29, 13, 13, 22, 26, 0, 0, 0]"
1924,F1-REF,4,2,sortmerna,1.0:0.8:5:0.8:1.0,0.08737864077669903,0.17475728155339806,0.4174757281553398,0.32038834951456313,"[25, 14, 13, 24, 27, 0, 0, 0]"
1925,F1-REF,4,2,sortmerna,1.0:0.8:5:0.9:1.0,0.08737864077669903,0.17475728155339806,0.4174757281553398,0.32038834951456313,"[25, 14, 13, 24, 27, 0, 0, 0]"
1926,F1-REF,4,2,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.04854368932038835,0.8349514563106796,0.11650485436893204,"[86, 1, 6, 5, 5, 0, 0, 0]"
1927,F1-REF,4,2,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.04854368932038835,0.8349514563106796,0.11650485436893204,"[86, 1, 6, 5, 5, 0, 0, 0]"
1928,F1-REF,4,2,sortmerna,1.0:0.9:3:0.8:1.0,0.0,0.038834951456310676,0.7961165048543689,0.1650485436893204,"[77, 6, 8, 8, 4, 0, 0, 0]"
1929,F1-REF,4,2,sortmerna,1.0:0.9:3:0.9:1.0,0.0,0.038834951456310676,0.7961165048543689,0.1650485436893204,"[77, 6, 8, 8, 4, 0, 0, 0]"
1930,F1-REF,4,2,sortmerna,1.0:0.9:5:0.8:1.0,0.0,0.04854368932038835,0.7572815533980582,0.1941747572815534,"[73, 8, 9, 8, 5, 0, 0, 0]"
1931,F1-REF,4,2,sortmerna,1.0:0.9:5:0.9:1.0,0.0,0.04854368932038835,0.7572815533980582,0.1941747572815534,"[73, 8, 9, 8, 5, 0, 0, 0]"
1932,F1-REF,4,2,uclust,0.51:0.8:1,0.0,0.21359223300970873,0.6601941747572816,0.1262135922330097,"[68, 2, 3, 8, 22, 0, 0, 0]"
1933,F1-REF,4,2,uclust,0.51:0.8:3,0.02912621359223301,0.1941747572815534,0.6893203883495146,0.08737864077669903,"[68, 1, 2, 9, 23, 0, 0, 0]"
1934,F1-REF,4,2,uclust,0.51:0.8:5,0.02912621359223301,0.1941747572815534,0.6893203883495146,0.08737864077669903,"[68, 1, 2, 9, 23, 0, 0, 0]"
1935,F1-REF,4,2,uclust,0.51:0.9:1,0.0,0.04854368932038835,0.883495145631068,0.06796116504854369,"[91, 1, 3, 3, 5, 0, 0, 0]"
1936,F1-REF,4,2,uclust,0.51:0.9:3,0.009708737864077669,0.038834951456310676,0.883495145631068,0.06796116504854369,"[91, 1, 3, 3, 5, 0, 0, 0]"
1937,F1-REF,4,2,uclust,0.51:0.9:5,0.0,0.038834951456310676,0.883495145631068,0.07766990291262135,"[91, 1, 3, 4, 4, 0, 0, 0]"
1938,F1-REF,4,2,uclust,0.76:0.8:1,0.0,0.21359223300970873,0.6601941747572816,0.1262135922330097,"[68, 2, 3, 8, 22, 0, 0, 0]"
1939,F1-REF,4,2,uclust,0.76:0.8:3,0.02912621359223301,0.1650485436893204,0.7378640776699029,0.06796116504854369,"[68, 2, 3, 10, 20, 0, 0, 0]"
1940,F1-REF,4,2,uclust,0.76:0.8:5,0.038834951456310676,0.1650485436893204,0.7184466019417476,0.07766990291262135,"[68, 1, 3, 10, 21, 0, 0, 0]"
1941,F1-REF,4,2,uclust,0.76:0.9:1,0.0,0.04854368932038835,0.883495145631068,0.06796116504854369,"[91, 1, 3, 3, 5, 0, 0, 0]"
1942,F1-REF,4,2,uclust,0.76:0.9:3,0.0,0.038834951456310676,0.8932038834951457,0.06796116504854369,"[91, 1, 3, 4, 4, 0, 0, 0]"
1943,F1-REF,4,2,uclust,0.76:0.9:5,0.0,0.038834951456310676,0.8932038834951457,0.06796116504854369,"[91, 1, 3, 4, 4, 0, 0, 0]"
1944,F1-REF,4,2,uclust,1.0:0.8:1,0.0,0.21359223300970873,0.6601941747572816,0.1262135922330097,"[68, 2, 3, 8, 22, 0, 0, 0]"
1945,F1-REF,4,2,uclust,1.0:0.8:3,0.02912621359223301,0.1650485436893204,0.7378640776699029,0.06796116504854369,"[68, 2, 3, 10, 20, 0, 0, 0]"
1946,F1-REF,4,2,uclust,1.0:0.8:5,0.038834951456310676,0.14563106796116504,0.7475728155339806,0.06796116504854369,"[68, 2, 3, 11, 19, 0, 0, 0]"
1947,F1-REF,4,2,uclust,1.0:0.9:1,0.0,0.04854368932038835,0.883495145631068,0.06796116504854369,"[91, 1, 3, 3, 5, 0, 0, 0]"
1948,F1-REF,4,2,uclust,1.0:0.9:3,0.0,0.038834951456310676,0.8932038834951457,0.06796116504854369,"[91, 1, 3, 4, 4, 0, 0, 0]"
1949,F1-REF,4,2,uclust,1.0:0.9:5,0.0,0.038834951456310676,0.8932038834951457,0.06796116504854369,"[91, 1, 3, 4, 4, 0, 0, 0]"
1950,F1-REF,5,0,rdp,0.0,0.0,0.5662188099808061,0.0,0.43378119001919385,"[0, 18, 41, 67, 100, 295, 0, 0]"
1951,F1-REF,5,0,rdp,0.1,0.030710172744721688,0.5316698656429942,0.036468330134357005,0.40115163147792704,"[0, 19, 41, 67, 101, 293, 0, 0]"
1952,F1-REF,5,0,rdp,0.2,0.05758157389635317,0.4875239923224568,0.1381957773512476,0.31669865642994244,"[0, 21, 46, 67, 103, 284, 0, 0]"
1953,F1-REF,5,0,rdp,0.3,0.07869481765834933,0.43570057581573896,0.21689059500959693,0.2687140115163148,"[0, 21, 54, 74, 104, 268, 0, 0]"
1954,F1-REF,5,0,rdp,0.4,0.11516314779270634,0.3761996161228407,0.28790786948176583,0.22072936660268713,"[0, 22, 64, 77, 102, 256, 0, 0]"
1955,F1-REF,5,0,rdp,0.5,0.1401151631477927,0.31477927063339733,0.36084452975047987,0.18426103646833014,"[0, 23, 79, 74, 108, 237, 0, 0]"
1956,F1-REF,5,0,rdp,0.6,0.1381957773512476,0.2802303262955854,0.43186180422264875,0.14971209213051823,"[0, 26, 93, 78, 106, 218, 0, 0]"
1957,F1-REF,5,0,rdp,0.7,0.1381957773512476,0.23032629558541268,0.5067178502879078,0.12476007677543186,"[0, 41, 95, 81, 112, 192, 0, 0]"
1958,F1-REF,5,0,rdp,0.8,0.1381957773512476,0.19577735124760076,0.5623800383877159,0.1036468330134357,"[0, 68, 90, 94, 95, 174, 0, 0]"
1959,F1-REF,5,0,rdp,0.9,0.14587332053742802,0.14587332053742802,0.6238003838771593,0.08445297504798464,"[0, 103, 101, 82, 83, 152, 0, 0]"
1960,F1-REF,5,0,rdp,1.0,0.07293666026871401,0.0710172744721689,0.8253358925143954,0.030710172744721688,"[0, 266, 75, 56, 49, 75, 0, 0]"
1961,F1-REF,5,0,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.42034548944337813,0.2667946257197697,0.31285988483685223,"[139, 11, 38, 46, 68, 219, 0, 0]"
1962,F1-REF,5,0,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.42034548944337813,0.2667946257197697,0.31285988483685223,"[139, 11, 38, 46, 68, 219, 0, 0]"
1963,F1-REF,5,0,sortmerna,0.51:0.8:3:0.8:1.0,0.05950095969289827,0.33205374280230326,0.29558541266794625,0.31285988483685223,"[100, 18, 50, 58, 91, 204, 0, 0]"
1964,F1-REF,5,0,sortmerna,0.51:0.8:3:0.9:1.0,0.05950095969289827,0.33205374280230326,0.29558541266794625,0.31285988483685223,"[100, 18, 50, 58, 91, 204, 0, 0]"
1965,F1-REF,5,0,sortmerna,0.51:0.8:5:0.8:1.0,0.1017274472168906,0.29558541266794625,0.28598848368522073,0.31669865642994244,"[81, 22, 54, 64, 93, 207, 0, 0]"
1966,F1-REF,5,0,sortmerna,0.51:0.8:5:0.9:1.0,0.1017274472168906,0.29558541266794625,0.28598848368522073,0.31669865642994244,"[81, 22, 54, 64, 93, 207, 0, 0]"
1967,F1-REF,5,0,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.1746641074856046,0.7044145873320538,0.12092130518234165,"[367, 5, 18, 17, 23, 91, 0, 0]"
1968,F1-REF,5,0,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.1746641074856046,0.7044145873320538,0.12092130518234165,"[367, 5, 18, 17, 23, 91, 0, 0]"
1969,F1-REF,5,0,sortmerna,0.51:0.9:3:0.8:1.0,0.023032629558541268,0.15163147792706333,0.6737044145873321,0.15163147792706333,"[334, 14, 26, 25, 31, 91, 0, 0]"
1970,F1-REF,5,0,sortmerna,0.51:0.9:3:0.9:1.0,0.023032629558541268,0.15163147792706333,0.6737044145873321,0.15163147792706333,"[334, 14, 26, 25, 31, 91, 0, 0]"
1971,F1-REF,5,0,sortmerna,0.51:0.9:5:0.8:1.0,0.036468330134357005,0.15163147792706333,0.6487523992322457,0.16314779270633398,"[316, 17, 31, 28, 31, 98, 0, 0]"
1972,F1-REF,5,0,sortmerna,0.51:0.9:5:0.9:1.0,0.036468330134357005,0.15163147792706333,0.6487523992322457,0.16314779270633398,"[316, 17, 31, 28, 31, 98, 0, 0]"
1973,F1-REF,5,0,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.42034548944337813,0.2667946257197697,0.31285988483685223,"[139, 11, 38, 46, 68, 219, 0, 0]"
1974,F1-REF,5,0,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.42034548944337813,0.2667946257197697,0.31285988483685223,"[139, 11, 38, 46, 68, 219, 0, 0]"
1975,F1-REF,5,0,sortmerna,0.76:0.8:3:0.8:1.0,0.12667946257197696,0.2380038387715931,0.3781190019193858,0.2571976967370441,"[100, 22, 55, 67, 87, 190, 0, 0]"
1976,F1-REF,5,0,sortmerna,0.76:0.8:3:0.9:1.0,0.12667946257197696,0.2380038387715931,0.3781190019193858,0.2571976967370441,"[100, 22, 55, 67, 87, 190, 0, 0]"
1977,F1-REF,5,0,sortmerna,0.76:0.8:5:0.8:1.0,0.1381957773512476,0.2380038387715931,0.3742802303262956,0.2495201535508637,"[81, 27, 62, 68, 87, 196, 0, 0]"
1978,F1-REF,5,0,sortmerna,0.76:0.8:5:0.9:1.0,0.1381957773512476,0.2380038387715931,0.3742802303262956,0.2495201535508637,"[81, 27, 62, 68, 87, 196, 0, 0]"
1979,F1-REF,5,0,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.1746641074856046,0.7044145873320538,0.12092130518234165,"[367, 5, 18, 17, 23, 91, 0, 0]"
1980,F1-REF,5,0,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.1746641074856046,0.7044145873320538,0.12092130518234165,"[367, 5, 18, 17, 23, 91, 0, 0]"
1981,F1-REF,5,0,sortmerna,0.76:0.9:3:0.8:1.0,0.044145873320537425,0.12859884836852206,0.6852207293666027,0.1420345489443378,"[334, 15, 25, 26, 31, 90, 0, 0]"
1982,F1-REF,5,0,sortmerna,0.76:0.9:3:0.9:1.0,0.044145873320537425,0.12859884836852206,0.6852207293666027,0.1420345489443378,"[334, 15, 25, 26, 31, 90, 0, 0]"
1983,F1-REF,5,0,sortmerna,0.76:0.9:5:0.8:1.0,0.05182341650671785,0.1343570057581574,0.6794625719769674,0.1343570057581574,"[316, 22, 31, 27, 28, 97, 0, 0]"
1984,F1-REF,5,0,sortmerna,0.76:0.9:5:0.9:1.0,0.05182341650671785,0.1343570057581574,0.6794625719769674,0.1343570057581574,"[316, 22, 31, 27, 28, 97, 0, 0]"
1985,F1-REF,5,0,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.42034548944337813,0.2667946257197697,0.31285988483685223,"[139, 11, 38, 46, 68, 219, 0, 0]"
1986,F1-REF,5,0,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.42034548944337813,0.2667946257197697,0.31285988483685223,"[139, 11, 38, 46, 68, 219, 0, 0]"
1987,F1-REF,5,0,sortmerna,1.0:0.8:3:0.8:1.0,0.12667946257197696,0.2380038387715931,0.3781190019193858,0.2571976967370441,"[100, 22, 55, 67, 87, 190, 0, 0]"
1988,F1-REF,5,0,sortmerna,1.0:0.8:3:0.9:1.0,0.12667946257197696,0.2380038387715931,0.3781190019193858,0.2571976967370441,"[100, 22, 55, 67, 87, 190, 0, 0]"
1989,F1-REF,5,0,sortmerna,1.0:0.8:5:0.8:1.0,0.15547024952015356,0.20153550863723607,0.4145873320537428,0.22840690978886757,"[81, 31, 64, 75, 84, 186, 0, 0]"
1990,F1-REF,5,0,sortmerna,1.0:0.8:5:0.9:1.0,0.15547024952015356,0.20153550863723607,0.4145873320537428,0.22840690978886757,"[81, 31, 64, 75, 84, 186, 0, 0]"
1991,F1-REF,5,0,sortmerna,1.0:0.9:1:0.8:1.0,0.0,0.1746641074856046,0.7044145873320538,0.12092130518234165,"[367, 5, 18, 17, 23, 91, 0, 0]"
1992,F1-REF,5,0,sortmerna,1.0:0.9:1:0.9:1.0,0.0,0.1746641074856046,0.7044145873320538,0.12092130518234165,"[367, 5, 18, 17, 23, 91, 0, 0]"
1993,F1-REF,5,0,sortmerna,1.0:0.9:3:0.8:1.0,0.044145873320537425,0.12859884836852206,0.6852207293666027,0.1420345489443378,"[334, 15, 25, 26, 31, 90, 0, 0]"
1994,F1-REF,5,0,sortmerna,1.0:0.9:3:0.9:1.0,0.044145873320537425,0.12859884836852206,0.6852207293666027,0.1420345489443378,"[334, 15, 25, 26, 31, 90, 0, 0]"
1995,F1-REF,5,0,sortmerna,1.0:0.9:5:0.8:1.0,0.053742802303262956,0.13051823416506717,0.6871401151631478,0.12859884836852206,"[316, 22, 31, 30, 26, 96, 0, 0]"
1996,F1-REF,5,0,sortmerna,1.0:0.9:5:0.9:1.0,0.053742802303262956,0.13051823416506717,0.6871401151631478,0.12859884836852206,"[316, 22, 31, 30, 26, 96, 0, 0]"
1997,F1-REF,5,0,uclust,0.51:0.8:1,0.0,0.39539347408829173,0.4107485604606526,0.19385796545105566,"[214, 3, 15, 31, 52, 206, 0, 0]"
1998,F1-REF,5,0,uclust,0.51:0.8:3,0.05566218809980806,0.32437619961612285,0.4472168905950096,0.1727447216890595,"[214, 3, 15, 30, 61, 198, 0, 0]"
1999,F1-REF,5,0,uclust,0.51:0.8:5,0.10556621880998081,0.2783109404990403,0.46257197696737046,0.15355086372360843,"[214, 3, 13, 27, 64, 200, 0, 0]"
2000,F1-REF,5,0,uclust,0.51:0.9:1,0.0,0.19193857965451055,0.7389635316698656,0.0690978886756238,"[385, 0, 5, 11, 20, 100, 0, 0]"
2001,F1-REF,5,0,uclust,0.51:0.9:3,0.019193857965451054,0.16314779270633398,0.7523992322456814,0.06525911708253358,"[385, 0, 6, 16, 19, 95, 0, 0]"
2002,F1-REF,5,0,uclust,0.51:0.9:5,0.02495201535508637,0.15738963531669867,0.7543186180422264,0.06333973128598848,"[385, 0, 6, 16, 19, 95, 0, 0]"
2003,F1-REF,5,0,uclust,0.76:0.8:1,0.0,0.39539347408829173,0.4107485604606526,0.19385796545105566,"[214, 3, 15, 31, 52, 206, 0, 0]"
2004,F1-REF,5,0,uclust,0.76:0.8:3,0.15355086372360843,0.19961612284069097,0.5374280230326296,0.10940499040307101,"[214, 4, 21, 44, 54, 184, 0, 0]"
2005,F1-REF,5,0,uclust,0.76:0.8:5,0.14395393474088292,0.22264875239923224,0.5182341650671785,0.11516314779270634,"[214, 3, 18, 38, 57, 191, 0, 0]"
2006,F1-REF,5,0,uclust,0.76:0.9:1,0.0,0.19193857965451055,0.7389635316698656,0.0690978886756238,"[385, 0, 5, 11, 20, 100, 0, 0]"
2007,F1-REF,5,0,uclust,0.76:0.9:3,0.053742802303262956,0.12284069097888675,0.7715930902111324,0.05182341650671785,"[385, 1, 7, 16, 20, 92, 0, 0]"
2008,F1-REF,5,0,uclust,0.76:0.9:5,0.05566218809980806,0.12284069097888675,0.7677543186180422,0.053742802303262956,"[385, 0, 7, 16, 20, 93, 0, 0]"
2009,F1-REF,5,0,uclust,1.0:0.8:1,0.0,0.39539347408829173,0.4107485604606526,0.19385796545105566,"[214, 3, 15, 31, 52, 206, 0, 0]"
2010,F1-REF,5,0,uclust,1.0:0.8:3,0.15355086372360843,0.19961612284069097,0.5374280230326296,0.10940499040307101,"[214, 4, 21, 44, 54, 184, 0, 0]"
2011,F1-REF,5,0,uclust,1.0:0.8:5,0.1727447216890595,0.15547024952015356,0.5854126679462572,0.08637236084452975,"[214, 5, 23, 46, 62, 171, 0, 0]"
2012,F1-REF,5,0,uclust,1.0:0.9:1,0.0,0.19193857965451055,0.7389635316698656,0.0690978886756238,"[385, 0, 5, 11, 20, 100, 0, 0]"
2013,F1-REF,5,0,uclust,1.0:0.9:3,0.053742802303262956,0.12284069097888675,0.7715930902111324,0.05182341650671785,"[385, 1, 7, 16, 20, 92, 0, 0]"
2014,F1-REF,5,0,uclust,1.0:0.9:5,0.05950095969289827,0.11132437619961612,0.783109404990403,0.046065259117082535,"[385, 2, 7, 16, 22, 89, 0, 0]"
2015,F1-REF,5,1,rdp,0.0,0.0,0.5857664233576643,0.0,0.4142335766423358,"[0, 12, 34, 67, 115, 320, 0, 0]"
2016,F1-REF,5,1,rdp,0.1,0.012773722627737226,0.5656934306569343,0.03832116788321168,0.38321167883211676,"[0, 12, 35, 67, 118, 316, 0, 0]"
2017,F1-REF,5,1,rdp,0.2,0.03832116788321168,0.5200729927007299,0.11313868613138686,0.3284671532846715,"[0, 13, 37, 71, 122, 305, 0, 0]"
2018,F1-REF,5,1,rdp,0.3,0.08759124087591241,0.4470802919708029,0.19343065693430658,0.2718978102189781,"[0, 13, 47, 75, 121, 292, 0, 0]"
2019,F1-REF,5,1,rdp,0.4,0.11496350364963503,0.39233576642335766,0.2737226277372263,0.21897810218978103,"[0, 13, 58, 76, 124, 277, 0, 0]"
2020,F1-REF,5,1,rdp,0.5,0.13503649635036497,0.3375912408759124,0.3357664233576642,0.19160583941605838,"[0, 18, 68, 81, 123, 258, 0, 0]"
2021,F1-REF,5,1,rdp,0.6,0.1551094890510949,0.2864963503649635,0.41058394160583944,0.1478102189781022,"[0, 19, 79, 89, 120, 241, 0, 0]"
2022,F1-REF,5,1,rdp,0.7,0.15145985401459855,0.25547445255474455,0.4744525547445255,0.11861313868613138,"[0, 34, 76, 98, 118, 222, 0, 0]"
2023,F1-REF,5,1,rdp,0.8,0.13686131386861314,0.21532846715328466,0.5529197080291971,0.0948905109489051,"[0, 55, 80, 114, 107, 192, 0, 0]"
2024,F1-REF,5,1,rdp,0.9,0.12773722627737227,0.1678832116788321,0.6332116788321168,0.07116788321167883,"[0, 104, 81, 100, 102, 161, 0, 0]"
2025,F1-REF,5,1,rdp,1.0,0.08941605839416059,0.07116788321167883,0.8047445255474452,0.03467153284671533,"[0, 261, 83, 65, 51, 88, 0, 0]"
2026,F1-REF,5,1,sortmerna,0.51:0.8:1:0.8:1.0,0.0,0.44343065693430656,0.2645985401459854,0.291970802919708,"[145, 9, 33, 50, 69, 242, 0, 0]"
2027,F1-REF,5,1,sortmerna,0.51:0.8:1:0.9:1.0,0.0,0.44343065693430656,0.2645985401459854,0.291970802919708,"[145, 9, 33, 50, 69, 242, 0, 0]"
2028,F1-REF,5,1,sortmerna,0.51:0.8:3:0.8:1.0,0.09306569343065693,0.33211678832116787,0.3010948905109489,0.2737226277372263,"[106, 15, 39, 69, 86, 233, 0, 0]"
2029,F1-REF,5,1,sortmerna,0.51:0.8:3:0.9:1.0,0.09306569343065693,0.33211678832116787,0.3010948905109489,0.2737226277372263,"[106, 15, 39, 69, 86, 233, 0, 0]"
2030,F1-REF,5,1,sortmerna,0.51:0.8:5:0.8:1.0,0.11496350364963503,0.3193430656934307,0.291970802919708,0.2737226277372263,"[84, 15, 52, 69, 90, 238, 0, 0]"
2031,F1-REF,5,1,sortmerna,0.51:0.8:5:0.9:1.0,0.11496350364963503,0.3193430656934307,0.291970802919708,0.2737226277372263,"[84, 15, 52, 69, 90, 238, 0, 0]"
2032,F1-REF,5,1,sortmerna,0.51:0.9:1:0.8:1.0,0.0,0.20072992700729927,0.635036496350365,0.16423357664233576,"[348, 7, 27, 26, 31, 109, 0, 0]"
2033,F1-REF,5,1,sortmerna,0.51:0.9:1:0.9:1.0,0.0,0.20072992700729927,0.635036496350365,0.16423357664233576,"[348, 7, 27, 26, 31, 109, 0, 0]"
2034,F1-REF,5,1,sortmerna,0.51:0.9:3:0.8:1.0,0.025547445255474453,0.177007299270073,0.6368613138686131,0.16058394160583941,"[324, 12, 31, 36, 34, 111, 0, 0]"
2035,F1-REF,5,1,sortmerna,0.51:0.9:3:0.9:1.0,0.025547445255474453,0.177007299270073,0.6368613138686131,0.16058394160583941,"[324, 12, 31, 36, 34, 111, 0, 0]"
2036,F1-REF,5,1,sortmerna,0.51:0.9:5:0.8:1.0,0.02737226277372263,0.17518248175182483,0.6313868613138686,0.16605839416058393,"[310, 13, 39, 38, 37, 111, 0, 0]"
2037,F1-REF,5,1,sortmerna,0.51:0.9:5:0.9:1.0,0.02737226277372263,0.17518248175182483,0.6313868613138686,0.16605839416058393,"[310, 13, 39, 38, 37, 111, 0, 0]"
2038,F1-REF,5,1,sortmerna,0.76:0.8:1:0.8:1.0,0.0,0.44343065693430656,0.2645985401459854,0.291970802919708,"[145, 9, 33, 50, 69, 242, 0, 0]"
2039,F1-REF,5,1,sortmerna,0.76:0.8:1:0.9:1.0,0.0,0.44343065693430656,0.2645985401459854,0.291970802919708,"[145, 9, 33, 50, 69, 242, 0, 0]"
2040,F1-REF,5,1,sortmerna,0.76:0.8:3:0.8:1.0,0.14963503649635038,0.23357664233576642,0.4197080291970803,0.19708029197080293,"[106, 19, 48, 73, 92, 210, 0, 0]"
2041,F1-REF,5,1,sortmerna,0.76:0.8:3:0.9:1.0,0.14963503649635038,0.23357664233576642,0.4197080291970803,0.19708029197080293,"[106, 19, 48, 73, 92, 210, 0, 0]"
2042,F1-REF,5,1,sortmerna,0.76:0.8:5:0.8:1.0,0.17153284671532848,0.21897810218978103,0.395985401459854,0.21350364963503649,"[84, 20, 58, 81, 91, 214, 0, 0]"
2043,F1-REF,5,1,sortmerna,0.76:0.8:5:0.9:1.0,0.17153284671532848,0.21897810218978103,0.395985401459854,0.21350364963503649,"[84, 20, 58, 81, 91, 214, 0, 0]"
2044,F1-REF,5,1,sortmerna,0.76:0.9:1:0.8:1.0,0.0,0.20072992700729927,0.635036496350365,0.16423357664233576,"[348, 7, 27, 26, 31, 109, 0, 0]"
2045,F1-REF,5,1,sortmerna,0.76:0.9:1:0.9:1.0,0.0,0.20072992700729927,0.635036496350365,0.16423357664233576,"[348, 7, 27, 26, 31, 109, 0, 0]"
2046,F1-REF,5,1,sortmerna,0.76:0.9:3:0.8:1.0,0.03467153284671533,0.15875912408759124,0.6843065693430657,0.12226277372262774,"[324, 15, 32, 35, 36, 106, 0, 0]"
2047,F1-REF,5,1,sortmerna,0.76:0.9:3:0.9:1.0,0.03467153284671533,0.15875912408759124,0.6843065693430657,0.12226277372262774,"[324, 15, 32, 35, 36, 106, 0, 0]"
2048,F1-REF,5,1,sortmerna,0.76:0.9:5:0.8:1.0,0.04744525547445255,0.1478102189781022,0.666058394160584,0.1386861313868613,"[310, 18, 41, 40, 32, 107, 0, 0]"
2049,F1-REF,5,1,sortmerna,0.76:0.9:5:0.9:1.0,0.04744525547445255,0.1478102189781022,0.666058394160584,0.1386861313868613,"[310, 18, 41, 40, 32, 107, 0, 0]"
2050,F1-REF,5,1,sortmerna,1.0:0.8:1:0.8:1.0,0.0,0.44343065693430656,0.2645985401459854,0.291970802919708,"[145, 9, 33, 50, 69, 242, 0, 0]"
2051,F1-REF,5,1,sortmerna,1.0:0.8:1:0.9:1.0,0.0,0.44343065693430656,0.2645985401459854,0.291970802919708,"[145, 9, 33, 50, 69, 242, 0, 0]"
